time,open,high,low,close,MA,Smoothing Line,MA,Smoothing Line,VWAP,Upper Band #1,Lower Band #1,Upper Band #2,Lower Band #2,Upper Band #3,Lower Band #3,Volume,Volume MA
2022-12-05T08:17:00-05:00,1.0587199999999999,1.0588,1.05831,1.05837,1.0587389999999988,1.0589314999999984,1.0577901999999986,1.0569546199999964,1.055742517354336,1.0573892860417236,1.0540957486669484,1.059036054729111,1.0524489799795609,1.0606828234164987,1.0508022112921733,337,357.35
2022-12-05T08:18:00-05:00,1.05837,1.05837,1.0581,1.0582,1.0586709999999988,1.0588971999999983,1.0578177999999985,1.0569793359999964,1.0557469394340038,1.0573955643235067,1.0540983145445009,1.0590441892130096,1.052449689654998,1.0606928141025125,1.050801064765495,302,359.2
2022-12-05T08:19:00-05:00,1.0582,1.05839,1.0581099999999999,1.05836,1.058631999999999,1.058861299999998,1.0578505999999985,1.0570041679999962,1.055752429005856,1.057403489598048,1.054101368413664,1.05905455019024,1.052450307821472,1.060705610782432,1.05079924722928,367,352
2022-12-05T08:20:00-05:00,1.05836,1.0591,1.05836,1.0585499999999999,1.0585919999999986,1.0588195999999983,1.0578899999999984,1.0570294519999963,1.0557616956492808,1.057418286458705,1.0541051048398566,1.059074877268129,1.0524485140304325,1.0607314680775533,1.0507919232210083,541,355.75
2022-12-05T08:21:00-05:00,1.0585499999999999,1.05886,1.0585499999999999,1.05884,1.058569999999999,1.0587717999999982,1.0579367999999985,1.0570554199999964,1.0557693427573698,1.0574306867428,1.0541079987719395,1.0590920307282303,1.0524466547865092,1.0607533747136606,1.050785310801079,437,354.35
2022-12-05T08:22:00-05:00,1.05884,1.05914,1.0587,1.05909,1.0586199999999988,1.0587343999999983,1.0579975999999984,1.0570825359999965,1.0557753416447968,1.0574409063781558,1.0541097769114378,1.0591064711115148,1.0524442121780788,1.0607720358448738,1.0507786474447198,320,352.1
2022-12-05T08:23:00-05:00,1.05909,1.05911,1.05884,1.05885,1.0586459999999986,1.0587036999999981,1.0580487999999983,1.0571104959999964,1.0557805750808662,1.0574497091021797,1.0541114410595527,1.0591188431234932,1.0524423070382392,1.0607879771448068,1.0507731730169256,284,351
2022-12-05T08:24:00-05:00,1.05885,1.05913,1.0587199999999999,1.05874,1.0586489999999986,1.0586778999999982,1.0580947999999986,1.0571391399999965,1.0557859622266361,1.0574586002791027,1.0541133241741696,1.0591312383315692,1.052440686121703,1.0608038763840357,1.0507680480692365,300,350.25
2022-12-05T08:25:00-05:00,1.05874,1.05891,1.0586,1.05868,1.0586399999999987,1.0586564999999981,1.0581381999999986,1.0571685359999965,1.055791559321705,1.0574675204994926,1.0541155981439176,1.05914348167728,1.0524396369661302,1.0608194428550675,1.0507636757883427,327,348.55
2022-12-05T08:26:00-05:00,1.05868,1.05869,1.05852,1.05864,1.058631999999999,1.0586390999999982,1.0581851999999985,1.0571989679999965,1.0557964782549814,1.0574751168606351,1.0541178396493276,1.0591537554662889,1.0524392010436738,1.0608323940719426,1.05076056243802,300,344
2022-12-05T08:27:00-05:00,1.05864,1.05883,1.05853,1.05867,1.0586619999999987,1.0586313999999981,1.0582307999999983,1.0572304239999963,1.0557999009883767,1.057480473910077,1.0541193280666765,1.0591610468317771,1.0524387551449763,1.0608416197534773,1.050758182223276,205,332.3
2022-12-05T08:28:00-05:00,1.05867,1.05896,1.05866,1.0588,1.0587219999999988,1.0586364999999982,1.0582797999999984,1.0572630399999963,1.0558049645825132,1.0574886416279574,1.054121287537069,1.0591723186734017,1.0524376104916247,1.060855995718846,1.0507539334461804,291,334
2022-12-05T08:29:00-05:00,1.0588,1.05896,1.05869,1.05878,1.0587639999999987,1.058649699999998,1.0583321999999984,1.0572968959999962,1.055811021687025,1.0574983923081953,1.0541236510658545,1.0591857629293657,1.052436280444684,1.0608731335505361,1.0507489098235137,349,337.1
2022-12-05T08:30:00-05:00,1.05878,1.05899,1.05854,1.05854,1.0587629999999986,1.058666799999998,1.0583775999999985,1.0573320159999962,1.0558164817782487,1.0575068987164862,1.0541260648400113,1.0591973156547236,1.0524356479017738,1.060887732592961,1.0507452309635363,329,334.3
2022-12-05T08:31:00-05:00,1.05854,1.059,1.05851,1.0589,1.0587689999999987,1.058686699999998,1.0584261999999984,1.0573683039999962,1.0558219813495668,1.0575156885745585,1.0541282741245752,1.05920939579955,1.0524345668995836,1.0609031030245417,1.050740859674592,320,328.85
2022-12-05T08:32:00-05:00,1.0589,1.05914,1.05886,1.05909,1.058768999999999,1.058701599999998,1.0584797999999984,1.057405811999996,1.055829109011124,1.057527662925921,1.0541305550963271,1.0592262168407178,1.0524320011815302,1.0609247707555147,1.0507334472667333,387,330
2022-12-05T08:33:00-05:00,1.05909,1.05917,1.0588899999999999,1.05905,1.0587889999999989,1.058715899999998,1.0585303999999984,1.0574442719999961,1.0558344038004837,1.0575365431109447,1.0541322644900226,1.0592386824214057,1.0524301251795616,1.0609408217318668,1.0507279858691005,288,331.95
2022-12-05T08:34:00-05:00,1.05905,1.05914,1.05891,1.05906,1.0588209999999987,1.0587330999999982,1.0585773999999986,1.057483695999996,1.055839864066633,1.05754567571991,1.0541340524133562,1.0592514873731869,1.0524282407600793,1.0609572990264637,1.0507224291068025,298,333.2
2022-12-05T08:35:00-05:00,1.05906,1.05917,1.0588,1.05885,1.0588379999999988,1.0587528999999982,1.0586183999999985,1.057523955999996,1.0558462368642942,1.0575560695470962,1.0541364041814922,1.0592659022298982,1.0524265714986902,1.0609757349127003,1.0507167388158882,360,330.6
2022-12-05T08:36:00-05:00,1.05885,1.05885,1.05822,1.05845,1.0588189999999988,1.058771599999998,1.0586485999999984,1.0575647759999962,1.0558533728364405,1.0575664460874954,1.0541402995853857,1.0592795193385502,1.0524272263343308,1.060992592589605,1.050714153083276,471,340.65
2022-12-05T08:37:00-05:00,1.05845,1.0587199999999999,1.05837,1.05862,1.0588139999999988,1.058786799999998,1.0586775999999984,1.057605975999996,1.0558588384521532,1.057574511478415,1.0541431654258915,1.0592901845046767,1.0524274923996297,1.0610058575309385,1.050711819373368,354,341.5
2022-12-05T08:38:00-05:00,1.05862,1.05891,1.05832,1.05839,1.058772999999999,1.0587918999999981,1.0586935999999985,1.057647043999996,1.0558654809729249,1.0575842034456917,1.054146758500158,1.0593029259184585,1.0524280360273912,1.0610216483912254,1.0507093135546244,437,348.25
2022-12-05T08:39:00-05:00,1.05839,1.05841,1.05797,1.05799,1.058693999999999,1.058784899999998,1.0587051999999983,1.0576879559999959,1.0558695186704767,1.0575893513761552,1.0541496859647983,1.0593091840818336,1.0524298532591199,1.061029016787512,1.0507100205534414,316,345.7
2022-12-05T08:40:00-05:00,1.05799,1.05829,1.05796,1.05826,1.058665999999999,1.0587751999999981,1.0587247999999985,1.0577289159999959,1.0558745588852556,1.0575958704892994,1.0541532472812118,1.0593171820933431,1.052431935677168,1.061038493697387,1.0507106240731243,388,338.05
2022-12-05T08:41:00-05:00,1.05826,1.0583,1.05798,1.05808,1.0585839999999989,1.0587566999999982,1.0587399999999985,1.057769871999996,1.0558795687432267,1.0576022199708845,1.054156917515569,1.0593248711985424,1.0524342662879111,1.0610475224262002,1.0507116150602533,396,336
2022-12-05T08:42:00-05:00,1.05808,1.05829,1.05806,1.05814,1.058488999999999,1.0587286999999983,1.0587521999999985,1.057810831999996,1.055883383880995,1.0576071205713629,1.054159647190627,1.0593308572617308,1.052435910500259,1.0610545939520988,1.050712173809891,297,334.85
2022-12-05T08:43:00-05:00,1.05814,1.05824,1.05795,1.05809,1.0583929999999988,1.058689099999998,1.0587573999999984,1.057851491999996,1.0558864127394254,1.0576109069665949,1.054161918512256,1.0593354011937643,1.0524374242850865,1.0610598954209338,1.050712930057917,244,332.85
2022-12-05T08:44:00-05:00,1.05809,1.05809,1.05753,1.05774,1.0582609999999988,1.0586330999999982,1.0587513999999987,1.057891611999996,1.0558903538490276,1.0576152266314944,1.0541654810665608,1.0593400994139612,1.052440608284094,1.061064972196428,1.0507157355016272,370,336.35
2022-12-05T08:45:00-05:00,1.05774,1.05789,1.05744,1.05745,1.0581209999999988,1.058561399999998,1.0587143999999986,1.057929971999996,1.0558933650036921,1.0576181966920295,1.0541685333153548,1.0593430283803669,1.0524437016270174,1.0610678600687042,1.05071886993868,316,335.8
2022-12-05T08:46:00-05:00,1.05745,1.05754,1.05728,1.05729,1.0580049999999988,1.058479999999998,1.0586725999999986,1.057966495999996,1.055896530988274,1.0576208658393274,1.0541721961372206,1.0593452006903807,1.0524478612861672,1.0610695355414341,1.0507235264351138,384,340
2022-12-05T08:47:00-05:00,1.05729,1.05746,1.05699,1.05705,1.0578479999999988,1.058383399999998,1.0586251999999987,1.058000967999996,1.0558999541533016,1.0576232223763433,1.05417668593026,1.059346490599385,1.0524534177072182,1.0610697588224267,1.0507301494841765,484,353.95
2022-12-05T08:48:00-05:00,1.05705,1.05709,1.05683,1.057,1.0577089999999987,1.058276999999998,1.0585777999999986,1.058033563999996,1.055901881268284,1.0576242013742132,1.054179561162355,1.0593465214801423,1.052457241056426,1.0610688415860714,1.0507349209504968,323,355.55
2022-12-05T08:49:00-05:00,1.057,1.05703,1.0565,1.05652,1.0575619999999988,1.0581637999999978,1.0585285999999985,1.058064411999996,1.055904237087445,1.0576244926742882,1.0541839815006018,1.0593447482611313,1.0524637259137586,1.0610650038479745,1.0507434703269154,544,365.3
2022-12-05T08:50:00-05:00,1.05652,1.05697,1.0565,1.05666,1.0574019999999986,1.0580373999999977,1.0584863999999985,1.058093683999996,1.0559066544563163,1.0576248928375174,1.0541884160751152,1.0593431312187185,1.052470177693914,1.0610613695999196,1.050751939312713,543,376
2022-12-05T08:51:00-05:00,1.05666,1.05684,1.05661,1.0567199999999999,1.057265999999999,1.0579055999999978,1.0584473999999984,1.058121451999996,1.0559083744817388,1.0576252107841362,1.0541915381793414,1.0593420470865336,1.052474701876944,1.061058883388931,1.0507578655745466,382,379.1
2022-12-05T08:52:00-05:00,1.0567199999999999,1.0568,1.05652,1.05676,1.0571279999999987,1.0577694999999978,1.0583999999999985,1.058147327999996,1.0559100026776258,1.0576254292765435,1.0541945760787081,1.0593408558754611,1.0524791494797905,1.0610562824743788,1.0507637228808728,377,378.6
2022-12-05T08:53:00-05:00,1.05676,1.05697,1.05652,1.05659,1.0569779999999986,1.0576279999999978,1.0583517999999985,1.0581712959999963,1.0559118172270243,1.0576256695876973,1.0541979648663513,1.0593395219483703,1.0524841125056783,1.0610533743090433,1.0507702601450053,422,385.3
2022-12-05T08:54:00-05:00,1.05659,1.05684,1.05645,1.05675,1.056878999999999,1.0574897999999977,1.0583033999999987,1.0581932039999962,1.0559137520373048,1.0576258777192604,1.054201626355349,1.059338003401216,1.0524895006733934,1.0610501290831718,1.0507773749914378,460,393.4
2022-12-05T08:55:00-05:00,1.05675,1.05688,1.05644,1.05664,1.056797999999999,1.0573574999999977,1.0582501999999985,1.058212867999996,1.055915396521016,1.0576259724086967,1.0542048206333352,1.0593365482963775,1.0524942447456545,1.0610471241840582,1.0507836688579737,407,395.75
2022-12-05T08:56:00-05:00,1.05664,1.05668,1.05634,1.0565499999999999,1.0567239999999989,1.0572293999999975,1.0581971999999986,1.058230255999996,1.0559166659215837,1.0576256803159467,1.0542076515272207,1.0593346947103097,1.0524986371328577,1.0610437091046727,1.0507896227384947,383,391.35
2022-12-05T08:57:00-05:00,1.0565499999999999,1.05683,1.0565499999999999,1.05665,1.0566839999999988,1.057112999999998,1.0581493999999987,1.058245567999996,1.0559181835081677,1.0576258278165582,1.0542105391997771,1.0593334721249488,1.0525028948913866,1.0610411164333393,1.050795250582996,367,392
2022-12-05T08:58:00-05:00,1.05665,1.05678,1.05642,1.0565,1.056633999999999,1.0570054999999978,1.0581017999999986,1.058258819999996,1.0559196234005235,1.0576256439044438,1.0542136028966032,1.0593316644083641,1.0525075823926828,1.0610376849122845,1.0508015618887625,409,390.6
2022-12-05T08:59:00-05:00,1.0565,1.05665,1.0564,1.05656,1.0566379999999989,1.0569130999999978,1.0580579999999986,1.0582701879999963,1.0559207635840793,1.0576254131426153,1.0542161140255433,1.0593300627011513,1.0525114644670073,1.0610347122596873,1.0508068149084713,341,391.85
2022-12-05T09:00:00-05:00,1.05656,1.0566,1.0561,1.05625,1.056596999999999,1.0568325999999977,1.0580039999999986,1.058279491999996,1.0559216027699962,1.0576245420624866,1.054218663477506,1.059327481354977,1.0525157241850156,1.0610304206474672,1.0508127848925253,392,392.05
2022-12-05T09:01:00-05:00,1.05625,1.05636,1.05623,1.05631,1.056555999999999,1.0567615999999977,1.0579489999999985,1.058286787999996,1.0559223766636259,1.0576236595393276,1.0542210937879242,1.0593249424150293,1.0525198109122225,1.061026225290731,1.0508185280365208,379,391.2
2022-12-05T09:02:00-05:00,1.05631,1.05646,1.0562799999999999,1.05637,1.056516999999999,1.0567004999999976,1.0579045999999985,1.0582925039999962,1.0559233335666711,1.057622922763572,1.0542237443697702,1.059322511960473,1.0525241551728692,1.061022101157374,1.0508245659759683,397,396.2
2022-12-05T09:03:00-05:00,1.05637,1.05654,1.05637,1.05649,1.0565069999999988,1.0566533999999979,1.0578625999999987,1.0582966799999962,1.0559240377482946,1.0576226377016313,1.0542254377949578,1.059321237654968,1.052526837841621,1.0610198376083049,1.0508282378882843,241,396.05
2022-12-05T09:04:00-05:00,1.05649,1.05664,1.05646,1.05663,1.0564949999999986,1.0566149999999976,1.0578209999999986,1.0582991879999961,1.0559248264724408,1.0576225511294501,1.0542271018154314,1.0593202757864595,1.052529377158422,1.0610180004434688,1.0508316525014127,225,388.8
2022-12-05T09:05:00-05:00,1.05663,1.05666,1.05649,1.0565,1.0564809999999987,1.0565832999999978,1.0577755999999985,1.0583000479999962,1.0559255978527147,1.0576224167379158,1.0542287789675135,1.059319235623117,1.0525319600823124,1.061016054508318,1.0508351411971113,230,384.5
2022-12-05T09:06:00-05:00,1.0565,1.0565499999999999,1.05634,1.05645,1.0564709999999988,1.0565579999999979,1.0577301999999984,1.058299291999996,1.055926301328275,1.057622082357947,1.0542305202986029,1.059317863387619,1.0525347392689308,1.061013644417291,1.0508389582392588,252,377.9
2022-12-05T09:07:00-05:00,1.05645,1.05649,1.05621,1.05629,1.056434999999999,1.0565330999999978,1.0576885999999985,1.058297259999996,1.0559269620532996,1.0576214333705838,1.0542324907360154,1.059315904687868,1.0525380194187313,1.0610103760051521,1.050843548101447,306,369
2022-12-05T09:08:00-05:00,1.05629,1.0565499999999999,1.05629,1.05652,1.0564369999999987,1.0565133999999978,1.0576549999999985,1.0582940039999962,1.0559278922911262,1.0576210100065877,1.0542347745756646,1.0593141277220492,1.052541656860203,1.0610072454375108,1.0508485391447415,331,369.4
2022-12-05T09:09:00-05:00,1.05652,1.05656,1.0563,1.05636,1.0564169999999988,1.056491299999998,1.0576149999999986,1.0582892919999962,1.055928533053223,1.057620607940596,1.05423645816585,1.059312682827969,1.052544383278477,1.061004757715342,1.050852308391104,251,354.75
2022-12-05T09:10:00-05:00,1.05636,1.05642,1.05618,1.05635,1.056426999999999,1.0564742999999979,1.0575709999999985,1.0582829119999964,1.055929517718576,1.0576195576962006,1.0542394777409512,1.0593095976738254,1.0525494377633264,1.0609996376514501,1.0508593977857017,477,351.45
2022-12-05T09:11:00-05:00,1.05635,1.05641,1.0561099999999999,1.0561099999999999,1.0564069999999988,1.0564593999999978,1.0575163999999986,1.0582745039999961,1.0559299422223156,1.057618737995217,1.0542411464494141,1.0593075337681186,1.0525523506765126,1.06099632954102,1.0508635549036112,285,346.6
2022-12-05T09:12:00-05:00,1.0561099999999999,1.0563,1.05596,1.05622,1.0563919999999987,1.0564468999999979,1.0574589999999984,1.0582637319999961,1.0559304712252695,1.057617360232622,1.054243582217917,1.0593042492399745,1.0525566932105646,1.060991138247327,1.050869804203212,434,349.45
2022-12-05T09:13:00-05:00,1.05622,1.0565499999999999,1.05622,1.05654,1.0563969999999987,1.0564358999999979,1.0574127999999983,1.0582510119999964,1.0559313921355,1.0576168840244768,1.0542459002465232,1.0593023759134537,1.0525604083575464,1.0609878678024305,1.0508749164685696,344,345.55
2022-12-05T09:14:00-05:00,1.05654,1.0568,1.05653,1.05677,1.0564109999999987,1.0564274999999979,1.0573733999999984,1.0582365839999963,1.0559328931959564,1.0576170803147802,1.0542487060771326,1.059301267433604,1.0525645189583088,1.0609854545524278,1.050880331839485,370,341.05
2022-12-05T09:15:00-05:00,1.05677,1.05684,1.05658,1.05658,1.0564189999999987,1.0564212999999978,1.0573313999999983,1.0582204479999964,1.0559340301097926,1.0576171594344643,1.0542509007851208,1.059300288759136,1.052567771460449,1.0609834180838078,1.0508846421357774,294,335.4
2022-12-05T09:16:00-05:00,1.05658,1.0567,1.05648,1.05649,1.0564229999999988,1.0564164999999979,1.0572883999999982,1.0582025119999963,1.0559349769784085,1.0576170010090746,1.0542529529477425,1.0592990250397407,1.0525709289170764,1.0609810490704068,1.0508889048864103,289,330.7
2022-12-05T09:17:00-05:00,1.05649,1.05657,1.05634,1.05652,1.0564459999999989,1.0564175999999976,1.0572453999999984,1.0581828039999963,1.0559358591674581,1.0576166549093702,1.054255063425546,1.0592974506512822,1.052574267683634,1.0609782463931943,1.050893471941722,310,327.85
2022-12-05T09:18:00-05:00,1.05652,1.05657,1.0562,1.05622,1.0564159999999987,1.0564154999999977,1.0571937999999983,1.0581610839999962,1.0559371038096823,1.0576153892882343,1.0542588183311303,1.0592936747667863,1.0525805328525784,1.0609719602453382,1.0509022473740264,603,337.55
2022-12-05T09:19:00-05:00,1.05622,1.0563,1.05609,1.05617,1.0563969999999987,1.0564134999999977,1.0571415999999982,1.0581372719999962,1.0559377230658848,1.0576139710170556,1.0542614751147141,1.0592902189682263,1.0525852271635434,1.060966466919397,1.0509089792123727,475,344.25
2022-12-05T09:20:00-05:00,1.05617,1.05626,1.05573,1.05575,1.0563369999999987,1.0564044999999977,1.057085799999998,1.0581114359999961,1.0559376847756532,1.057612616690453,1.0542627528608535,1.0592875486052526,1.0525878209460537,1.0609624805200524,1.050912889031254,301,339.7
2022-12-05T09:21:00-05:00,1.05575,1.05603,1.05572,1.0559,1.0563159999999987,1.0563953999999978,1.0570257999999981,1.0580834279999962,1.055937544531379,1.0576103163901802,1.0542647726725778,1.0592830882489814,1.0525920008137766,1.0609558601077826,1.0509192289549754,496,345.55
2022-12-05T09:22:00-05:00,1.0559,1.05608,1.05585,1.0559399999999999,1.0562879999999986,1.0563849999999975,1.0569627999999982,1.058053087999996,1.05593757918642,1.0576088347737576,1.0542663235990826,1.059280090361095,1.052595068011745,1.0609513459484325,1.0509238124244076,349,343.15
2022-12-05T09:23:00-05:00,1.0559399999999999,1.056,1.05559,1.05589,1.0562229999999986,1.0563675999999975,1.0568995999999982,1.0580204719999962,1.0559372117990669,1.0576057093221904,1.0542687142759433,1.059274206845314,1.0526002167528197,1.0609427043684376,1.050931719229696,640,363.1
2022-12-05T09:24:00-05:00,1.05589,1.05604,1.05584,1.05593,1.0561389999999986,1.0563403999999976,1.0568369999999983,1.057985663999996,1.055937210602601,1.0576038760965443,1.0542705451086578,1.0592705415904875,1.0526038796147146,1.0609372070844307,1.0509372141207713,425,373.1
2022-12-05T09:25:00-05:00,1.05593,1.05604,1.05568,1.05577,1.0560579999999988,1.0563042999999976,1.0567753999999983,1.057948803999996,1.0559369691957565,1.0576017649668752,1.0542721734246379,1.0592665607379939,1.0526073776535192,1.0609313565091125,1.0509425818824005,437,383.45
2022-12-05T09:26:00-05:00,1.05577,1.05605,1.05569,1.0559,1.0559989999999986,1.0562618999999975,1.0567243999999982,1.0579103199999962,1.0559368625464358,1.0576001011181961,1.0542736239746755,1.0592633396899565,1.0526103854029152,1.0609265782617168,1.0509471468311549,364,389.05
2022-12-05T09:27:00-05:00,1.0559,1.05595,1.05573,1.0559399999999999,1.0559409999999985,1.0562113999999974,1.0566707999999982,1.057870183999996,1.0559367239886952,1.0575981504451042,1.0542752975322862,1.0592595769015132,1.0526138710758772,1.0609210033579222,1.0509524446194682,425,395
2022-12-05T09:28:00-05:00,1.0559399999999999,1.05614,1.05584,1.05609,1.0559279999999986,1.0561625999999975,1.0566247999999983,1.0578288079999962,1.055936926631885,1.0575964135743732,1.0542774396893968,1.0592559005168614,1.0526179527469086,1.0609153874593495,1.0509584658044204,457,401.3
2022-12-05T09:29:00-05:00,1.05609,1.05619,1.05581,1.05586,1.0558969999999985,1.0561125999999974,1.0565821999999983,1.057786347999996,1.0559369671031564,1.0575944062097866,1.0542795279965262,1.0592518453164168,1.052622088889896,1.060909284423047,1.0509646497832659,483,412.9
